kind,tier,category,arch,state,date,n_patches,n_versions,series_name,web_url
noise,C,dts-board,arm,"new,superseded",2025-10-26,3,3,"[v4,1/3] dt-bindings: vendor-prefixes: Add NineTripod",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251026150358.1078453-1-coiaprant@gmail.com/
noise,C,dts-board,arm,new,2025-10-26,4,1,"WiFi support for samsung,coreprimevelte",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251026182602.26464-3-balejk@matfyz.cz/
noise,C,dts-board,arm,new,2025-10-26,1,1,arm64: dts: rockchip: pwm-fan overlay for NanoPC-T6,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251026194858.92461-1-sigmaris@gmail.com/
noise,C,dts-board,generic,new,2025-10-27,13,5,drm/imx: dc: Use prefetch engine,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027-imx8-dc-prefetch-v5-5-4ecb6c6d4941@nxp.com/
noise,C,dts-board,arm,new,2025-10-27,5,1,arm64: dts: imx8-apalis: add additional functionality,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027093133.2344267-2-max.oss.09@gmail.com/
noise,C,dts-board,generic,new,2025-10-27,7,2,clk: mediatek: Add support for SPMI Clock Controllers,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027111343.21723-5-angelogioacchino.delregno@collabora.com/
noise,C,dts-board,arm,"accepted,not-applicable,superseded",2025-10-27,10,2,allwinner: a523: Enable I2S and SPDIF TX,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027125655.793277-5-wens@kernel.org/
noise,C,dts-board,arm,new,2025-10-27,1,2,[v2] arm64: dts: rockchip: Harmonize regulator formatting for Pine64 rk3566 devices,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027154517.136976-1-diederik@cknow-tech.com/
noise,C,dts-board,generic,new,2025-10-27,8,3,net: stmmac: qcom-ethqos: add support for SCMI power domains,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027-qcom-sa8255p-emac-v3-8-75767b9230ab@linaro.org/
noise,C,dts-board,arm,new,2025-10-27,1,2,[v2] arm64: dts: rockchip: Fix vccio4-supply on rk3566-pinetab2,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027155724.138096-1-diederik@cknow-tech.com/
noise,C,dts-board,generic,new,2025-10-27,1,2,"[v2] dt-bindings: mmc: socionext,milbeaut-m10v-sdhci-3.0: convert to DT schema",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027-milbeaut-v2-1-9e1954ff7708@gmail.com/
noise,C,dts-board,arm,new,2025-10-27,1,1,arm64: dts: renesas: sparrow-hawk: Fix full-size DP connector node name and labels,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027184604.34550-1-marek.vasut+renesas@mailbox.org/
noise,C,dts-board,arm,new,2025-10-27,5,1,[1/5] arm64: dts: renesas: r8a77960-ulcb: Enable GPU support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027211249.95826-1-marek.vasut+renesas@mailbox.org/
noise,C,dts-board,arm,new,2025-10-27,2,3,arm64: dts: rockchip: Add device tree for the Orange Pi CM5 Base board,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027215637.20715-2-laurent.pinchart@ideasonboard.com/
noise,C,dts-board,generic,new,2025-10-27,2,1,drm/rockchip: dw_hdmi_qp: Fixup usage of enable_gpio,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251027222641.25066-2-laurent.pinchart@ideasonboard.com/
noise,C,dts-board,generic,new,2025-10-28,16,4,Introduce Allwinner H6/H616 NAND controller support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028073534.526992-2-richard.genoud@bootlin.com/
noise,C,dts-board,arm,new,2025-10-28,6,3,arm64: dts: imx8mm-phyboard-polis: cleanup and additional display,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028-wip-j-remmet-phytec-de-bspimx8m-3801_peb-av-10_with_ac209-v3-5-9b98f29a6bb9@phytec.de/
noise,C,dts-board,arm,new,2025-10-28,3,4,coresight: add static TPDM support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028-add_static_tpdm_support-v4-2-84e21b98e727@oss.qualcomm.com/
noise,C,dts-board,arm,new,2025-10-28,2,2,"[v2,1/2] arm64: dts: freescale: imx93-phyboard-nash: Add jtag overlay",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028115820.3165399-1-primoz.fiser@norik.com/
noise,C,dts-board,generic,new,2025-10-28,1,1,"[RFC,v1] dt-bindings: PCI: convert mediatek-pcie binding to yaml",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028122856.121595-1-linux@fw-web.de/
noise,C,dts-board,arm,new,2025-10-28,1,1,[v4] ARM: dts: imx: e70k02: add sy7636,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028-sy7636-rsrc-v4-1-242ccfd3bc10@kernel.org/
noise,C,dts-board,arm,new,2025-10-28,2,1,"input: fsl,scu-key: Add compatible string fsl,imx8qm-sc-key",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028-b4_qm_scu_key-v1-2-9732e92a5e83@nxp.com/
noise,C,dts-board,arm,new,2025-10-28,8,1,arm64: dts: imx8qm: collect some missed qm patches,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028-b4_qm_dts-v1-4-51ba94389c1f@nxp.com/
noise,C,dts-board,arm,new,2025-10-28,1,2,[v2] arm64: dts: ti: k3-am62d2-evm: Fix regulator properties,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028210153.420473-1-p-bhagat@ti.com/
noise,C,dts-board,arm,new,2025-10-28,2,2,Add PMIC support for AM62D,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251028213645.437957-3-p-bhagat@ti.com/
noise,C,dts-board,arm,new,2025-10-29,1,1,arm64: dts: ti: k3-am62d2-evm: Remove unused ospi0 chip select pins,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029032144.502603-1-p-bhagat@ti.com/
noise,C,dts-board,arm,new,2025-10-29,8,2,PCI: Enable Power and configure the TC9563 PCIe switch,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-qps615_v4_1-v7-5-68426de5844a@oss.qualcomm.com/
noise,C,dts-board,generic,new,2025-10-29,4,2,Add basic clock and pmu support for the Axis ARTPEC-9 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029130731.51305-2-ravi.patel@samsung.com/
noise,C,dts-board,generic,new,2025-10-29,1,1,dt-bindings: soc: mediatek: pwrap: Add compatible for MT8189 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-mt8189-dt-bindings-pwrap-v1-1-d52b1aa5f5a4@collabora.com/
noise,C,dts-board,generic,new,2025-10-29,1,1,dt-bindings: spmi: spmi-mtk-pmif: Add compatible for MT8189 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-mt8189-dt-bindings-spmi-v1-1-fbea12a4ed5e@collabora.com/
noise,C,dts-board,arm,new,2025-10-29,1,1,arm64: dts: rockchip: include rk3399-base instead of rk3399 in rk3399-op1,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-rk3399-op1-include-v1-1-2472ee60e7f8@cherry.de/
noise,C,dts-board,generic,new,2025-10-29,1,1,dt-bindings: iio: adc: Add compatible for MT8189 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-mt8189-dt-bindings-auxadc-v1-1-cd0496527a70@collabora.com/
noise,C,dts-board,arm,new,2025-10-29,1,1,"arm64/arm: dts: marvell: Rename ""nand-rb"" pinctrl node names",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029153927.1065446-1-robh@kernel.org/
noise,C,dts-board,arm,new,2025-10-29,2,1,arm64: dts: imx8qxp-mek: Add i2c1 sensors,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-qxp_sensor-v1-2-e97ee1de96d8@nxp.com/
noise,C,dts-board,arm,new,2025-10-29,12,1,arm64: dts: imx8qxp: collect some imx8qxp-mek dts patches,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029-8qxp_dts-v1-8-cf61b7e5fc78@nxp.com/
noise,C,dts-board,arm,new,2025-10-29,5,1,[1/5] ARM: dts: lpc32xx: add bus surfix for simple-bus,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251029202801.3963952-1-Frank.Li@nxp.com/
noise,C,dts-board,generic,new,2025-10-30,1,1,Update correct AST2700 interrupt controller binding,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030060155.2342604-2-ryan_chen@aspeedtech.com/
noise,C,dts-board,arm,new,2025-10-30,3,6,Add exynosautov920 thermal support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030070712.248065-4-shin.son@samsung.com/
noise,C,dts-board,generic,new,2025-10-30,1,1,"dt-bindings: watchdog: mediatek,mtk-wdt: Add compatible for MT8189 SoC",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030-mt8189-dt-bindings-wdt-v1-1-975971ba29e5@collabora.com/
noise,C,dts-board,generic,new,2025-10-30,1,1,dt-bindings: i2c: i2c-mt65xx: Add compatible for MT8189 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030-mt8189-dt-bindings-i2c-v1-1-5b60914c6453@collabora.com/
noise,C,dts-board,generic,new,2025-10-30,1,1,dt-bindings: ethernet: eswin: fix yaml schema issues,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030085001.191-1-weishangjuan@eswincomputing.com/
noise,C,dts-board,generic,new,2025-10-30,1,1,dt-bindings: nvmem: mediatek: efuse: Add compatible for MT8189 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030-mt8189-dt-bindings-efuse-v1-1-1148e474a9f5@collabora.com/
noise,C,dts-board,arm,new,2025-10-30,4,2,arm64: dts: freescale: imx93-var-som: Align DTS with hardware revision,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030120127.509933-3-stefano.radaelli21@gmail.com/
noise,C,dts-board,arm,new,2025-10-30,19,1,TQMa95xxSA DT fixes and cleanup,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030135306.1421154-4-alexander.stein@ew.tq-group.com/
noise,C,dts-board,arm,new,2025-10-30,2,1,"clk: mvebu: cp110 add CLK_IGNORE_UNUSED to pcie_x10, pcie_x11 & pcie_x4",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030-cn913x-pci-clk-v1-2-e034d5903df1@solid-run.com/
noise,C,dts-board,arm,new,2025-10-30,1,1,arm64: dts: ti: k3-{j7/am6}*-ti-ipc-firmware: Limit FIFOs to Linux use,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251030160635.1388401-1-b-padhi@ti.com/
noise,C,dts-board,arm,new,2025-10-30,1,1,[v1] arm: dts: rockchip: rk3288-veyron: add spi_flash label,https://patchwork.kernel.org/project/linux-arm-kernel/patch/8a423a6f-bfdc-4947-aef9-35ee7c4f6ca2@gmail.com/
noise,C,dts-board,arm,new,2025-10-30,1,1,[v1] arm: dts: rockchip: rk3288: remove mshc aliases,https://patchwork.kernel.org/project/linux-arm-kernel/patch/3e461bce-e8e6-48f1-a296-34040447ff25@gmail.com/
noise,C,dts-board,arm,new,2025-10-30,5,4,"Support for Exynos7870's display stack (DECON, MIPIPHY, DSIM, etc.)",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031-exynos7870-drm-dts-v4-2-c1f77fb16b87@disroot.org/
noise,C,dts-board,arm,new,2025-10-30,1,1,[v1] arm: dts: rockchip: fix tps65910 nodes,https://patchwork.kernel.org/project/linux-arm-kernel/patch/b3d05df4-a916-48e1-8d9e-590782806bd5@gmail.com/
noise,C,dts-board,arm,new,2025-10-31,3,2,spi-cadence: support transmission with bits_per_word of 16 and 32,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031073003.3289573-4-jun.guo@cixtech.com/
noise,C,dts-board,generic,new,2025-10-31,9,3,ASoC: mediatek: Add support for MT8189 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031073216.8662-9-Cyril.Chao@mediatek.com/
noise,C,dts-board,arm,new,2025-10-31,4,2,ARM: dts: stm32: watchdog updates on stm32mp13x platforms,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031-iwdg1-v2-1-2dc6e0116725@foss.st.com/
noise,C,dts-board,generic,new,2025-10-31,2,3,DMI: Scan for DMI table from DTS info,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031101009.704759-2-adriana@arista.com/
noise,C,dts-board,generic,new,2025-10-31,3,1,Renesas SoC updates for v6.19,https://patchwork.kernel.org/project/linux-arm-kernel/patch/cover.1761905416.git.geert+renesas@glider.be/
noise,C,dts-board,generic,new,2025-10-31,1,1,"[v1] dt-bindings: ufs: mediatek,ufs: Update maintainer information in mediatek,ufs.yaml",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031122008.1517549-1-peter.wang@mediatek.com/
noise,C,dts-board,arm,new,2025-10-31,1,1,"[v1,3/3] arm64: dts: colibri-imx8x: Add cma memory",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031125003.275033-4-max.oss.09@gmail.com/
noise,C,dts-board,arm,new,2025-10-31,1,1,arm64: dts: imx8qm-apalis: add pwm used by the backlight,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031125510.433175-1-max.oss.09@gmail.com/
noise,C,dts-board,arm,new,2025-10-31,1,4,[v4] arm64: dts: st: Add memory-region-names property for stm32mp257f-ev1,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031-upstream_fix_dts_omm-v4-1-e4a059a50074@foss.st.com/
noise,C,dts-board,arm,new,2025-10-31,9,1,Add GCE support for MT8196 (series 1/4),https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031155838.1650833-2-jason-jh.lin@mediatek.com/
noise,C,dts-board,arm,new,2025-10-31,4,3,Add watchdog support for bcm2712,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031183309.1163384-4-svarbanov@suse.de/
noise,C,dts-board,arm,new,2025-10-31,6,2,"Fix, extend and support OF to mc13xxx pwrbutton",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251031195718.1586-2-akurz@blala.de/
noise,C,dts-board,arm,new,2025-11-01,3,2,PCI: meson: Fix the parsing of DBI region,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251101-pci-meson-fix-v1-3-c50dcc56ed6a@oss.qualcomm.com/
noise,C,dts-board,arm,new,2025-11-01,6,1,[1/6] arm64: dts: rockchip: add mmc aliases for 100ASK DshanPi A1,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251101120010.41729-6-amadeus@jmu.edu.cn/
noise,C,dts-board,arm,new,2025-11-01,1,1,[1/1] arm64: dts: rockchip: drop reset from rk3576 i2c9 node,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251101140101.302229-1-amadeus@jmu.edu.cn/
noise,C,dts-board,arm,new,2025-11-01,1,1,[v1] arm64: dts: rockchip: correct assigned-clock-rates spelling,https://patchwork.kernel.org/project/linux-arm-kernel/patch/92714b6c-6c0d-4a10-afe4-73ed313c87c0@gmail.com/
noise,C,dts-board,arm,new,2025-11-01,1,1,[v1] ARM: dts: rockchip: rk3288: move edp assigned-clocks to edp node,https://patchwork.kernel.org/project/linux-arm-kernel/patch/7d6fa223-ab90-4c44-9180-54df78467ea5@gmail.com/
noise,C,dts-board,arm,new,2025-11-02,1,2,[v2] arm64: dts: broadcom: bcm2712: rpi-5: Add ethernet0 alias,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251102111443.18206-1-laurent.pinchart@ideasonboard.com/
noise,C,dts-board,arm,new,2025-11-02,2,2,"[v4,1/2] dt-bindings: gpu: mali-valhall-csf: Document i.MX95 support",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251102160927.45157-2-marek.vasut@mailbox.org/
noise,C,dts-board,generic,new,2025-11-03,1,1,[v2] dt-bindings: ufs: mediatek: Update maintainer information in mediatek ufs and phy,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103024831.3663689-1-peter.wang@mediatek.com/
noise,C,dts-board,arm,new,2025-11-03,2,3,Enable CTCU device for QCS8300,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103-enable-ctcu-for-monaco-v4-1-92ff83201584@oss.qualcomm.com/
noise,C,dts-board,arm,new,2025-11-03,1,3,[v3] arm64: dts: freescale: Add GMAC Ethernet for S32G2 EVB and RDB2 and S32G3 RDB3,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103-nxp-s32g-boards-v3-1-b51db0b8b3ff@oss.nxp.com/
noise,C,dts-board,generic,new,2025-11-03,4,3,Add i.MX95 USB3.0 PHY alternate clock support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103-usb-phy-alt-clk-support-v3-4-18b8bd4f01b0@nxp.com/
noise,C,dts-board,arm,new,2025-11-03,1,3,[v3] arm64: dts: rockchip: orangepi-5: fix PCIe 3.3V regulator voltage,https://patchwork.kernel.org/project/linux-arm-kernel/patch/cf6e08dfdfbf1c540685d12388baab1326f95d2c.1762165324.git.xakep.amatop@gmail.com/
noise,C,dts-board,generic,new,2025-11-03,2,1,"[v1,1/2] dt-bindings: iio: adc: Add AST2700 ADC compatible strings",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103105217.1764355-2-billy_tsai@aspeedtech.com/
noise,C,dts-board,generic,new,2025-11-03,1,1,"[v1] dt-bindings: phy: mediatek,ufs-phy: Update maintainer information in mediatek,ufs-phy.yaml",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103115808.3771214-1-peter.wang@mediatek.com/
noise,C,dts-board,arm,new,2025-11-03,6,5,arm64: dts: ti: k3-am62: Add wakeup-sources for low power modes,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103-topic-am62-dt-partialio-v6-15-v5-1-b8d9ff5f2742@baylibre.com/
noise,C,dts-board,arm,new,2025-11-03,1,1,arm64: dts: ti: k3-am62p-j722s-common-main: move audio_refclk here,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103152826.1608309-1-mwalle@kernel.org/
noise,C,dts-board,arm,new,2025-11-03,3,1,Add devicetree for the 9Tripod X3568 v4,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103171702.1518730-2-coiaprant@gmail.com/
noise,C,dts-board,arm,new,2025-11-03,2,1,"[1/2] dt-bindings: gpu: img,powervr-rogue: Document GE7800 GPU in Renesas R-Car M3-N",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103200800.173440-2-marek.vasut+renesas@mailbox.org/
noise,C,dts-board,arm,new,2025-11-03,6,3,perf/imx_ddr: Add i.MX8QM and pmu in DB (system interconnects),https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103-qm_dts-v3-3-2bfda8ee14c2@nxp.com/
noise,C,dts-board,generic,new,2025-11-03,2,1,Drop RK3568's variant of the CLK_NR_CLKS constant,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103234032.413563-2-heiko@sntech.de/
noise,C,dts-board,arm,new,2025-11-03,3,1,SCMI clocks on RK356x,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251103234926.416137-2-heiko@sntech.de/
noise,C,dts-board,arm,new,2025-11-04,1,1,arm64: dts: imx8mp: Add missing LED enumerators for DH electronics i.MX8M Plus DHCOM on PDK2,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104015031.219863-1-marek.vasut@mailbox.org/
noise,C,dts-board,generic,new,2025-11-04,3,1,pinctrl: rockchip: Add RK3506 pinctrl support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104021223.2375116-4-ye.zhang@rock-chips.com/
noise,C,dts-board,generic,new,2025-11-04,5,3,clk: rockchip: Add clock controller for the RV1126B and RK3506,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104030633.2721038-3-zhangqing@rock-chips.com/
noise,C,dts-board,generic,new,2025-11-04,2,1,"[v1,1/2] dt-bindings: hwmon: Add AST2700 compatible",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104055112.2679087-1-billy_tsai@aspeedtech.com/
noise,C,dts-board,arm,new,2025-11-04,3,1,"[v2,1/3] dt-bindings: gpu: img,powervr-rogue: Keep lists sorted alphabetically",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104135716.12497-3-marek.vasut+renesas@mailbox.org/
noise,C,dts-board,arm,new,2025-11-04,3,1,ARM: dts: imx: cleanup most gpmi related CHECK_DTB warning,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104-gpmi_dts-v1-2-886865393d0f@nxp.com/
noise,C,dts-board,arm,new,2025-11-04,2,1,"[GIT,PULL,1/2] Broadcom defconfig-arm64 fixes for 6.18",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251104222811.3874608-2-florian.fainelli@broadcom.com/
noise,C,dts-board,arm,new,2025-11-05,1,1,arm64: dts: rockchip: align bindings to PCIe spec,https://patchwork.kernel.org/project/linux-arm-kernel/patch/4b5ffcccfef2a61838aa563521672a171acb27b2.1762321976.git.geraldogabriel@gmail.com/
noise,C,dts-board,generic,new,2025-11-05,3,3,media: nxp: imx8-isi: Add ISI support for i.MX95,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105-isi_imx95-v3-3-3987533cca1c@nxp.com/
noise,C,dts-board,arm,new,2025-11-05,5,1,Add GPIO interrupt support for Amlogic S6 S7 and S7D,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105-irqchip-gpio-s6-s7-s7d-v1-3-b4d1fe4781c1@amlogic.com/
noise,C,dts-board,arm,new,2025-11-05,1,2,[v2] arm64: dts: ti: k3-am642-tqma64xxl: add boot phase tags,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105141726.39579-1-matthias.schiffer@ew.tq-group.com/
noise,C,dts-board,arm,new,2025-11-05,3,10,arm64: dts: ti: introduce basic support for the AM62L,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105-am62lx-v8-1-496f353e8237@ti.com/
noise,C,dts-board,arm,new,2025-11-05,5,2,Add Bananapi R4 Pro support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105195007.199229-2-linux@fw-web.de/
noise,C,dts-board,arm,new,2025-11-05,1,1,arm64: dts: rockchip: Fix USB power enable pin for BTT CB2 and Pi2,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105210741.850031-1-andreil499@gmail.com/
noise,C,dts-board,arm,new,2025-11-05,1,1,arm64: dts: rockchip: use SCMI clock id for gpu clock on rk356x,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251105235408.163282-1-heiko@sntech.de/
noise,C,dts-board,arm,new,2025-11-06,2,2,Enable ETR and CTCU device for hamoa,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251106-enable-etr-and-ctcu-for-hamoa-v2-1-cdb3a18753aa@oss.qualcomm.com/
noise,C,dts-board,generic,new,2025-11-06,9,1,drm/rockchip: Introduce Rockchip RK3506 VOP,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251106020632.92-8-kernel@airkyi.com/
noise,C,dts-board,arm,new,2025-11-06,2,2,"[v2,1/2] ARM: dts: imx6dl-yapp43: Enable pwm-beeper on boards with speaker",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251106085429.2067699-1-michal.vokac@ysoft.com/
noise,C,dts-board,arm,new,2025-11-06,3,2,bus: rifsc: add stm32mp21 support and config dump debug entry,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251106-rifsc_debugfs-v2-1-f90e94ae756d@foss.st.com/
noise,C,dts-board,arm,new,2025-11-06,5,2,drm/tidss: Fixes data edge sampling on AM62X and AM62A,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251106141227.899054-6-s-jain1@ti.com/
noise,C,dts-board,generic,new,2025-11-06,5,1,pinctrl: airoha: add Airoha AN7583 support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251106235713.1794668-4-ansuelsmth@gmail.com/
noise,C,dts-board,arm,new,2025-11-07,2,1,Add support for Skov Rev.C HDMI variant,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251107-v6-18-skov-revc-hdmi-v1-2-595549e5b496@pengutronix.de/
noise,C,dts-board,arm,new,2025-11-07,2,5,qcom: qcs8300: Add qcs8300 camss support,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251107162521.511536-3-quic_vikramsa@quicinc.com/
noise,C,dts-board,arm,new,2025-11-08,1,1,[v1] ARM: dts: meson: drop iio-hwmon in favour of generic-adc-thermal,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251108211503.1578711-1-martin.blumenstingl@googlemail.com/
noise,C,dts-board,arm,new,2025-11-09,12,10,Implement vendor resets for PSCI SYSTEM_RESET2,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251109-arm-psci-system_reset2-vendor-reboots-v17-6-46e085bca4cc@oss.qualcomm.com/
noise,C,dts-board,arm,new,2025-11-09,2,1,Fixes for PineNote DT validation issues,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251109-rk3566-pinenote-dt-fixes-upstream-v1-2-ed38d200cc04@cknow-tech.com/
noise,C,dts-board,arm,new,2025-11-10,3,3,clk: en7523: reset-controller support for EN7523 SoC,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251110035645.892431-4-mikhail.kshevetskiy@iopsys.eu/
noise,C,dts-board,generic,new,2025-11-10,3,3,Add support for MT8189 SCP and device tree bindings,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251110101342.24261-3-huayu.zong@mediatek.com/
noise,C,dts-board,arm,new,2025-11-10,4,2,[1/4] arm64: defconfig: enable Exynos ACPM clocks,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251110121344.120785-6-krzysztof.kozlowski@linaro.org/
noise,C,dts-board,generic,new,2025-11-10,1,1,devicetree rk3588: enable HDMI audio on Rock 5 ITX,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251110181153.CC62B6732A@verein.lst.de/
noise,C,dts-board,generic,new,2025-11-11,5,2,clk: rockchip: Add clock controller for the,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111025738.869847-3-zhangqing@rock-chips.com/
noise,C,dts-board,arm,new,2025-11-11,8,4,Add mt8189 dts evaluation board and Makefile,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111070031.305281-8-jh.hsu@mediatek.com/
noise,C,dts-board,arm,"new,superseded",2025-11-11,1,4,"[v3,1/1] arm64: dts: xilinx: fix zynqmp opp-table-cpu",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111070555.1169130-1-neal.frager@amd.com/
noise,C,dts-board,generic,new,2025-11-11,1,1,"[RESEND,v8,1/4] dt-bindings: can: rockchip_canfd: add rk3576 CAN controller",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111080511.2923069-1-zhangqing@rock-chips.com/
noise,C,dts-board,arm,new,2025-11-11,5,1,"[GIT,PULL,1/5] MediaTek ARM32 mach updates for v6.19",https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111095542.13958-4-angelogioacchino.delregno@collabora.com/
noise,C,dts-board,generic,new,2025-11-11,1,1,[RFC] dt-bindings: arm: keystone: add boot_* mailboxes,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111-k3_syscon_add_boot_mailboxes-v1-1-529a27f21076@ti.com/
noise,C,dts-board,arm,new,2025-11-11,3,3,Switch to using AIPSTZ5 on i.MX8MP,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111120022.696-2-laurentiumihalcea111@gmail.com/
noise,C,dts-board,arm,new,2025-11-11,2,2,arm64: dts: freescale: add Toradex SMARC iMX95,https://patchwork.kernel.org/project/linux-arm-kernel/patch/20251111151618.70132-2-francesco@dolcini.it/
