tier,category,arch,state,date,n_patches,n_versions,series_name,web_url
?,misc,x86,new,2026-01-07,1,1,KVM: x86: Merge pending debug causes when vectoring #DB,https://patchwork.kernel.org/project/kvm/patch/20260107235724.28101-2-aidan@aktech.ai/
?,misc,x86,new,2026-01-08,27,3,hw/i386/pc: Remove deprecated 2.6 and 2.7 PC machines,https://patchwork.kernel.org/project/kvm/patch/20260108033051.777361-16-zhao1.liu@intel.com/
?,misc,x86,new,2026-01-12,1,1,KVM: SVM: Check vCPU ID against max x2AVIC ID if and only if x2AVIC is enabled,https://patchwork.kernel.org/project/kvm/patch/20260112232805.1512361-1-seanjc@google.com/
?,misc,x86,new,2026-01-13,1,1,KVM: VMX: Remove declaration of nested_mark_vmcs12_pages_dirty(),https://patchwork.kernel.org/project/kvm/patch/20260113084748.1714633-1-binbin.wu@linux.intel.com/
?,misc,x86,new,2026-01-13,1,1,KVM: VMX: Don't register posted interrupt wakeup handler if alloc_kvm_area() fails,https://patchwork.kernel.org/project/kvm/patch/0ac6908b608cf80eab7437004334fedd0f5f5317.1768304590.git.houwenlong.hwl@antgroup.com/
?,misc,arm,new,2026-01-15,1,1,KVM/arm64 fixes for 6.19,https://patchwork.kernel.org/project/kvm/patch/aWizsSzD3fRWMsAc@kernel.org/
?,misc,x86,new,2026-01-15,3,1,KVM: x86: Mitigate kvm-clock drift caused by masterclock update,https://patchwork.kernel.org/project/kvm/patch/20260115202256.119820-2-dongli.zhang@oracle.com/
?,misc,x86,new,2026-01-16,1,1,KVM: x86: Add SRCU protection for KVM_GET_SREGS2,https://patchwork.kernel.org/project/kvm/patch/20260116151523.291892-1-kovalev@altlinux.org/
?,misc,x86,new,2026-01-21,1,1,"[RFC] x86,fs/resctrl: Add support for Global Bandwidth Enforcement (GLBE)",https://patchwork.kernel.org/project/kvm/patch/aba70a013c12383d53104de0b19cfbf87690c0c3.1769029700.git.babu.moger@amd.com/
?,misc,x86,new,2026-01-23,1,1,KVM: x86: Drop WARN on INIT/SIPI being blocked when vCPU is in Wait-For-SIPI,https://patchwork.kernel.org/project/kvm/patch/20260123022816.2283567-1-seanjc@google.com/
?,misc,x86,new,2026-01-23,1,4,"[v6] KVM: x86: Add x2APIC ""features"" to control EOI broadcast suppression",https://patchwork.kernel.org/project/kvm/patch/20260123125657.3384063-1-khushit.shah@nutanix.com/
?,misc,x86,new,2026-01-23,1,1,[v2] KVM: x86: Add SRCU protection for reading PDPTRs in __get_sregs2(),https://patchwork.kernel.org/project/kvm/patch/20260123222801.646123-1-kovalev@altlinux.org/
?,misc,x86,new,2026-01-30,1,1,KVM: SVM: Add __read_mostly to frequently read module parameters,https://patchwork.kernel.org/project/kvm/patch/20260130204424.1867-1-lirongqing@baidu.com/
?,misc,x86,new,2026-02-02,1,1,[v2] KVM: SVM: Mark module parameters as __ro_after_init for security and performance,https://patchwork.kernel.org/project/kvm/patch/20260202095004.1765-1-lirongqing@baidu.com/
?,misc,x86,new,2026-02-02,3,1,x86/x2apic: Fix hang-up of defconfig kernel on resume from s2ram,https://patchwork.kernel.org/project/kvm/patch/20260202-x2apic-fix-v1-2-71c8f488a88b@sony.com/
?,misc,arm,new,2026-02-02,1,1,[v1] KVM: arm64: nv: Use kvm_phys_size() for VNCR invalidation range,https://patchwork.kernel.org/project/kvm/patch/20260202130513.49436-1-tabba@google.com/
?,misc,x86,new,2026-02-03,2,1,[1/2] target/i386: Add definition of VMX proc based tertiary controls,https://patchwork.kernel.org/project/kvm/patch/e41ffc4af96b8b4ee3a65f8da1f52dac7f3f4913.1770116952.git.isaku.yamahata@intel.com/
?,misc,x86,new,2026-02-04,1,1,KVM: x86: Fix SRCU list traversal in kvm_fire_mask_notifiers(),https://patchwork.kernel.org/project/kvm/patch/20260204091206.2617-1-lirongqing@baidu.com/
?,misc,x86,new,2026-02-05,1,1,x86/cpufeatures: Add AVX512 Bit Matrix Multiply (BMM) and Bit reversal support,https://patchwork.kernel.org/project/kvm/patch/20260205042105.1224126-1-nikunj@amd.com/
?,misc,x86,new,2026-02-10,1,1,[v2] KVM: x86: Advertise AVX512 Bit Matrix Multiply (BMM) to userspace,https://patchwork.kernel.org/project/kvm/patch/20260210053511.1612505-1-nikunj@amd.com/
?,misc,x86,new,2026-02-11,2,1,[1/2] KVM: VMX: Drop obsolete branch hint prefixes from inline asm,https://patchwork.kernel.org/project/kvm/patch/20260211102928.100944-2-ubizjak@gmail.com/
?,misc,x86,new,2026-02-15,3,1,KVM: x86: Optimize kvm_vcpu_on_spin() directed yield,https://patchwork.kernel.org/project/kvm/patch/tencent_EAB2053E04BF4C7F996CEC61331C23154007@qq.com/
?,misc,x86,new,2026-02-18,1,1,KVM: x86: Defer non-architectural deliver of exception payload to userspace read,https://patchwork.kernel.org/project/kvm/patch/20260218005438.2619063-1-seanjc@google.com/
?,misc,x86,new,2026-02-20,1,1,KVM: VMX: Fix a wrong MSR update in add_atomic_switch_msr(),https://patchwork.kernel.org/project/kvm/patch/20260220220216.389475-1-namhyung@kernel.org/
?,misc,x86,new,2026-02-25,21,6,"[v6,01/35] i386/kvm: avoid installing duplicate msr entries in msr_handlers",https://patchwork.kernel.org/project/kvm/patch/20260225035000.385950-21-anisinha@redhat.com/
?,misc,x86,new,2026-02-26,1,1,KVM: x86: Fix C++ user API for structures with variable length arrays,https://patchwork.kernel.org/project/kvm/patch/97d40dd0e6abaf28f43d4d8ccf9c547a16c52e33.camel@infradead.org/
?,misc,x86,new,2026-02-27,3,1,KVM: x86: Fix incorrect handling of triple faults,https://patchwork.kernel.org/project/kvm/patch/20260227011306.3111731-2-yosry@kernel.org/
?,misc,x86,new,2026-03-02,1,1,KVM: x86: Drop redundant call to kvm_deliver_exception_payload(),https://patchwork.kernel.org/project/kvm/patch/20260302154249.784529-1-yosry@kernel.org/
?,misc,x86,new,2026-03-02,1,1,KVM: x86: Immediately fail the build when possible if required #define is missing,https://patchwork.kernel.org/project/kvm/patch/20260302212619.710873-1-seanjc@google.com/
?,misc,x86,new,2026-03-04,1,1,x86: kvm: Initialize static calls before SMP boot,https://patchwork.kernel.org/project/kvm/patch/20260304165012.13660-1-dssauerw@amazon.de/
?,misc,x86,new,2026-03-05,1,1,[v2] KVM: x86: Use __DECLARE_FLEX_ARRAY() for UAPI structures with VLAs,https://patchwork.kernel.org/project/kvm/patch/3abaf6aefd6e5efeff3b860ac38421d9dec908db.camel@infradead.org/
?,misc,x86,new,2026-03-06,1,1,KVM: SVM: Propagate Translation Cache Extensions to the guest,https://patchwork.kernel.org/project/kvm/patch/20260306002327.1225504-1-yosry@kernel.org/
?,misc,x86,new,2026-03-06,1,1,KVM: X86: Fix array_index_nospec protection in __pv_send_ipi,https://patchwork.kernel.org/project/kvm/patch/9d50fc3ca9e8e58f551d015f95d51a3c29ce6ccc.camel@infradead.org/
?,misc,x86,new,2026-03-06,1,1,KVM: x86: Add support for cmpxchg16b emulation,https://patchwork.kernel.org/project/kvm/patch/20260306102047.29760-1-sarunkod@amd.com/
?,misc,x86,new,2026-03-06,1,2,[v2] KVM: VMX: Remove unnecessary parentheses,https://patchwork.kernel.org/project/kvm/patch/20260306231253.2177246-1-xin@zytor.com/
?,misc,x86,new,2026-03-07,3,1,KVM: SVM: Advertise TCE to userspace,https://patchwork.kernel.org/project/kvm/patch/20260307011619.2324234-2-yosry@kernel.org/
?,misc,x86,new,2026-03-10,1,1,KVM: SVM: Add a helper to get LBR field pointer to dedup MSR accesses,https://patchwork.kernel.org/project/kvm/patch/20260310220414.2569208-1-seanjc@google.com/
?,misc,x86,new,2026-03-12,2,2,KVM: x86: Syzkaller nested_run_pending defense,https://patchwork.kernel.org/project/kvm/patch/20260312234823.3120658-2-seanjc@google.com/
?,misc,x86,new,2026-03-18,1,2,[v3] KVM: x86: Use gfn_to_pfn_cache for record_steal_time,https://patchwork.kernel.org/project/kvm/patch/1d6712ed413ea66ef376d1410811997c3b416e99.camel@infradead.org/
?,misc,x86,new,2026-03-24,1,1,"[RFC,v1] x86/split_lock: Provide KVM helper to log guest bus lock exits",https://patchwork.kernel.org/project/kvm/patch/20260324124002.7670-1-manali.shukla@amd.com/
?,misc,x86,new,2026-03-26,9,1,Combined GMET and MBEC tests,https://patchwork.kernel.org/project/kvm/patch/20260326145035.119519-4-pbonzini@redhat.com/
?,misc,x86+arm,new,2026-03-27,2,2,Add GDB stub and step-debug support for x86 and arm64,https://patchwork.kernel.org/project/kvm/patch/177458000064.86256.18394173730946703220@gmail.com/
?,misc,x86,new,2026-04-03,1,2,[v2] KVM: x86: Don't leave APF half-enabled on bad APF data GPA,https://patchwork.kernel.org/project/kvm/patch/20260403100119.3311-1-ethan.yang.kernel@gmail.com/
?,misc,x86,new,2026-04-06,3,1,KVM: x86: Async #PF MSR fix and cleanups,https://patchwork.kernel.org/project/kvm/patch/20260406225359.1245490-2-seanjc@google.com/
?,misc,x86,new,2026-04-09,1,2,[v2] KVM: x86: Rate-limit global clock updates on vCPU load,https://patchwork.kernel.org/project/kvm/patch/20260409142226.2581-1-lei.chen@smartx.com/
?,misc,x86,new,2026-04-10,1,1,KVM: SVM: Fix page overflow in sev_dbg_crypt() for ENCRYPT path,https://patchwork.kernel.org/project/kvm/patch/20260410050854.2463447-1-ashutoshdesai993@gmail.com/
?,misc,x86,new,2026-04-13,1,1,KVM: x86: use inlines instead of macros for is_sev_*guest,https://patchwork.kernel.org/project/kvm/patch/20260413170009.380778-1-pbonzini@redhat.com/
?,misc,x86,new,2026-04-22,1,1,KVM: VMX: restore host CR2 after VM exit,https://patchwork.kernel.org/project/kvm/patch/20260422175000.1544258-2-khorenko@virtuozzo.com/
?,misc,x86,new,2026-04-23,2,1,x86/kvm/vmx: Fix VMX interrupt injection vs hrtimer_rearm_deferred(),https://patchwork.kernel.org/project/kvm/patch/20260423155936.957351833@infradead.org/
?,misc,x86,new,2026-04-23,2,1,KVM: x86: Fastpath userspace exit fix and hardening,https://patchwork.kernel.org/project/kvm/patch/20260423162628.490962-3-seanjc@google.com/
?,misc,arm,new,2026-04-23,1,1,KVM: arm64: Wake-up from WFI when iqrchip is in userspace,https://patchwork.kernel.org/project/kvm/patch/20260423163607.486345-1-maz@kernel.org/
?,misc,x86,new,2026-04-24,2,6,skip redundant sync IPIs when TLB flush sent them,https://patchwork.kernel.org/project/kvm/patch/20260424062528.71951-2-lance.yang@linux.dev/
?,misc,x86,new,2026-04-28,1,1,KVM: VMX: Fall back to IRR scan when PIR is empty despite PID.ON being set,https://patchwork.kernel.org/project/kvm/patch/20260428070349.1633238-1-chenyi.qiang@intel.com/
?,misc,x86,new,2026-04-28,2,1,x86/apic: fix false test_apic_change_mode failures on stalled vCPUs,https://patchwork.kernel.org/project/kvm/patch/20260428133524.3628482-3-imammedo@redhat.com/
?,misc,x86,new,2026-04-29,2,1,KVM: x86: Fix max_irr reporting when PIR is empty despite PID.ON,https://patchwork.kernel.org/project/kvm/patch/20260429072851.3004430-2-chenyi.qiang@intel.com/
?,misc,x86,new,2026-04-30,1,1,[v2] x86/cpu: Skip reading MSR_IA32_PLATFORM_ID in virtualized environment,https://patchwork.kernel.org/project/kvm/patch/20260430020953.1405535-1-binbin.wu@linux.intel.com/
?,misc,x86,new,2026-05-03,1,1,x86/virt: Fix RCU lockdep splat in emergency virt callback path,https://patchwork.kernel.org/project/kvm/patch/20260503174534.45699-1-mikhail.v.gavrilov@gmail.com/
?,misc,x86,new,2026-05-03,1,1,KVM: x86: check for nEPT/nNPT in slow flush hypercalls,https://patchwork.kernel.org/project/kvm/patch/20260503200905.106077-1-pbonzini@redhat.com/
?,misc,x86,new,2026-05-03,2,1,KVM: x86: Fix and clarify PIR->IRR transfer,https://patchwork.kernel.org/project/kvm/patch/20260503201703.108231-2-pbonzini@redhat.com/
?,misc,x86,new,2026-05-04,1,1,[v2] x86/virt: Silence RCU lockdep splat in emergency virt callback path,https://patchwork.kernel.org/project/kvm/patch/20260504235435.90957-1-mikhail.v.gavrilov@gmail.com/
?,misc,x86,new,2026-05-05,1,1,x86/kvm: Include linux/types.h in asm/kvm_para.h,https://patchwork.kernel.org/project/kvm/patch/20260505065849.81691-1-1234567weewee457@gmail.com/
?,misc,x86,new,2026-05-05,1,6,[6.1.y] KVM: x86: Fix shadow paging use-after-free due to unexpected GFN,https://patchwork.kernel.org/project/kvm/patch/20260505070812.221568-1-pbonzini@redhat.com/
?,misc,x86,new,2026-05-06,1,2,[v2] KVM: x86: Swap the dst and src operand for MOVNTDQA,https://patchwork.kernel.org/project/kvm/patch/20260506213514.2781948-1-seanjc@google.com/
?,misc,x86,new,2026-05-08,1,2,"[v3,1/2] x86/kvm/vmx: Move IRQ/NMI dispatch from KVM into x86 core",https://patchwork.kernel.org/project/kvm/patch/20260508091829.GO3126523@noisy.programming.kicks-ass.net/
?,misc,x86,new,2026-05-12,1,1,KVM: VMX: introduce module parameter to disable CET,https://patchwork.kernel.org/project/kvm/patch/20260512150016.2979228-1-pbonzini@redhat.com/
?,misc,x86,new,2026-05-12,1,2,[v2] KVM: x86: use again the flush argument of __link_shadow_page(),https://patchwork.kernel.org/project/kvm/patch/20260512203545.3031339-1-pbonzini@redhat.com/
?,misc,x86,new,2026-05-13,2,1,[1/2] x86/microcode: Do not access MSR_IA32_PLATFORM_ID when running as a guest,https://patchwork.kernel.org/project/kvm/patch/20260513200713.GNagTZ8QI_BHBeZXXr@fat_crate.local/
?,misc,x86,new,2026-05-14,3,2,KVM: SVM: Fix x2AVIC MSR interception issues,https://patchwork.kernel.org/project/kvm/patch/20260514213115.1637082-2-seanjc@google.com/
?,misc,x86,new,2026-05-15,1,1,KVM: SVM: Flush the current TLB when transitioning from xAVIC => x2AVIC,https://patchwork.kernel.org/project/kvm/patch/20260515171536.1841645-1-seanjc@google.com/
?,misc,x86,new,2026-05-16,1,1,KVM: x86: Fix array_index_nospec() protection in kvm_vcpu_ioctl_x86_set_mce(),https://patchwork.kernel.org/project/kvm/patch/20260516163412.601908-1-clopez@suse.de/
?,misc,x86,new,2026-05-18,7,7,KVM: SVM: Add Page Modification Logging (PML) support,https://patchwork.kernel.org/project/kvm/patch/20260518045916.2988667-4-nikunj@amd.com/
?,misc,x86,new,2026-05-18,1,1,KVM: x86: Fix ERAPS RAP clear on INVPCID single-context invalidation,https://patchwork.kernel.org/project/kvm/patch/20260518135956.82569-1-ehemily@amazon.de/
?,misc,x86,new,2026-05-20,1,1,KVM: x86: Remove unused X86EMUL_MODE_HOST define,https://patchwork.kernel.org/project/kvm/patch/20260520144244.2657106-1-seanjc@google.com/
?,misc,x86,new,2026-05-21,4,2,add minimal tests for 32-bit guests,https://patchwork.kernel.org/project/kvm/patch/20260521101723.101100-2-pbonzini@redhat.com/
?,misc,arm,new,2026-05-26,2,1,[1/2] kvm: rework memory prefault,https://patchwork.kernel.org/project/kvm/patch/20260526125220.1560451-1-arnd@kernel.org/
?,misc,x86,new,2026-05-26,1,1,KVM: VMX: Use _safe MSR accessors in LBR handler,https://patchwork.kernel.org/project/kvm/patch/tencent_744B87186CA59CFD106992329A6510F7F60A@qq.com/
?,misc,x86,new,2026-05-27,1,1,[v2] KVM: VMX: Handle bad values on proxied writes to LBR MSRs,https://patchwork.kernel.org/project/kvm/patch/20260527022617.3973884-1-seanjc@google.com/
?,misc,x86,new,2026-05-27,1,1,"[kvm-unit-tests,GIT,PULL] x86: random smattering of changes",https://patchwork.kernel.org/project/kvm/patch/20260527180417.4119289-1-seanjc@google.com/
?,misc,x86,new,2026-05-27,1,2,"[kvm-unit-tests,v4] x86: Better backtraces for leaf functions",https://patchwork.kernel.org/project/kvm/patch/20260527202219.1502399-1-minipli@grsecurity.net/
?,misc,x86,new,2026-05-28,1,1,KVM: x86: Fix wrong return value type in guest_cpuid_has(),https://patchwork.kernel.org/project/kvm/patch/20260528031545.1879-1-lirongqing@baidu.com/
?,misc,x86,new,2026-05-28,1,1,KVM: x86: Use fls() instead of ffs() for rmaps histogram bucketing,https://patchwork.kernel.org/project/kvm/patch/20260528124043.2153-1-lirongqing@baidu.com/
?,misc,x86,new,2026-05-29,1,1,[v7.1] KVM: SVM: Add Page modification logging support,https://patchwork.kernel.org/project/kvm/patch/20260529063833.1660791-1-nikunj@amd.com/
?,misc,x86,new,2026-06-01,1,1,KVM: x86: fix #GP check in em_dr_write(),https://patchwork.kernel.org/project/kvm/patch/20260601133320.91479-2-clopez@suse.de/
?,misc,x86,new,2026-06-03,1,3,"[kvm-unit-tests,v3] x86/lam: Allocate test page from AREA_LOW instead of AREA_NORMAL",https://patchwork.kernel.org/project/kvm/patch/20260603015831.41664-1-yexun@linux.alibaba.com/
?,misc,x86,new,2026-06-04,1,1,KVM: x86: Use <linux/lockdep.h> for lockdep header inclusion,https://patchwork.kernel.org/project/kvm/patch/20260604011106.315176-1-kai.huang@intel.com/
?,misc,x86,new,2026-06-04,4,1,add reserved bit tests for 32-bit guests,https://patchwork.kernel.org/project/kvm/patch/20260604142601.7440-4-pbonzini@redhat.com/
?,misc,arm,new,2026-06-07,1,1,KVM: arm64: Add kvm_for_each_vncr_tlb() helper,https://patchwork.kernel.org/project/kvm/patch/20260607175745.297793-1-maz@kernel.org/
?,misc,arm,new,2026-06-08,1,1,KVM: arm64: Hold kvm->mmu_lock while initialising vcpu->arch.vncr_tlb,https://patchwork.kernel.org/project/kvm/patch/20260608081108.2244133-1-maz@kernel.org/
?,misc,x86,new,2026-06-08,1,1,x86/msr: Get rid of rdmsrl() and wrmsrl(),https://patchwork.kernel.org/project/kvm/patch/20260608082809.3492719-4-jgross@suse.com/
?,misc,x86,new,2026-06-08,1,2,[v2] KVM: x86: Add IDT limit check in __emulate_int_real(),https://patchwork.kernel.org/project/kvm/patch/20260608134642.25849-1-kayracizmeci@gmail.com/
?,misc,x86,new,2026-06-09,2,2,KVM: x86: MCE fixes,https://patchwork.kernel.org/project/kvm/patch/20260609131856.2562222-4-clopez@suse.de/
?,misc,x86,new,2026-06-10,1,1,KVM: VMX: Raise KVM_REQ_EVENT on TPR below threshold exit,https://patchwork.kernel.org/project/kvm/patch/20260610185042.2810880-2-clopez@suse.de/
?,misc,x86,new,2026-06-10,1,1,[v2] KVM: x86: Unconditionally recompute CR8 intercept on PPR update,https://patchwork.kernel.org/project/kvm/patch/20260610214523.2905255-2-clopez@suse.de/
?,misc,x86,new,2026-06-12,8,2,"KVM: x86: Fix emulated MOV DR{4,5} #GP bugs",https://patchwork.kernel.org/project/kvm/patch/20260612230113.684301-8-seanjc@google.com/
?,misc,x86,new,2026-06-15,1,1,target/i386/kvm: Fix CET SSP MSR read feature check,https://patchwork.kernel.org/project/kvm/patch/20260615033338.1563854-1-fre3dm4n@gmail.com/
?,misc,x86,new,2026-06-17,2,1,linux-6.1.y: fix build errors with newer GCC/glibc,https://patchwork.kernel.org/project/kvm/patch/20260617011303.3969027-2-clrkwllms@kernel.org/
?,misc,x86,new,2026-06-17,1,1,[6.1.y] KVM: VMX: Make vmread_error_trampoline() uncallable from C code,https://patchwork.kernel.org/project/kvm/patch/20260617105100.22094-1-hannelotta@gmail.com/
?,misc,x86,new,2026-06-18,1,1,KVM: SVM: Remove redundant ret = 0 in svm_set_nested_state,https://patchwork.kernel.org/project/kvm/patch/20260618085217.3934985-1-maqianga@uniontech.com/
?,misc,x86,new,2026-06-18,1,1,KVM: x86: WARN (once) if RTC pending EOI tracking goes off the rails,https://patchwork.kernel.org/project/kvm/patch/20260618174527.1982333-1-seanjc@google.com/
?,misc,x86,new,2026-06-18,1,1,"KVM: x86: Bug the VM, not the kernel, if the ISR count {under,over}flows",https://patchwork.kernel.org/project/kvm/patch/20260618185350.2020845-1-seanjc@google.com/
?,misc,x86,new,2026-06-24,1,1,KVM: x86: Drop WARN_ON_ONCE() for concurrently disappearing interrupts,https://patchwork.kernel.org/project/kvm/patch/345e9d6c-d7d9-4bab-adb3-d6a7bd27599f@mail.kernel.org/
?,misc,x86,new,2026-06-25,1,1,KVM: SVM: handle wraparound of asid_generation,https://patchwork.kernel.org/project/kvm/patch/20260625094047.255954-1-suryasaimadhu369@gmail.com/
?,misc,arm,new,2026-06-25,4,2,Add support for running protected VMs on arm64,https://patchwork.kernel.org/project/kvm/patch/20260625171046.4482-2-will@kernel.org/
?,misc,x86,new,2026-06-26,1,7,[6.1.y] KVM: x86: Fix shadow paging use-after-free due to unexpected role,https://patchwork.kernel.org/project/kvm/patch/20260626112437.1777775-1-pbonzini@redhat.com/
?,misc,x86,new,2026-06-29,3,1,x86/msr: Drop 32-bit MSR interfaces,https://patchwork.kernel.org/project/kvm/patch/20260629060526.3638272-10-jgross@suse.com/
?,misc,x86,new,2026-06-29,1,1,KVM: VMX: Use cached vcpu_vmx pointer in MSR and segment helpers,https://patchwork.kernel.org/project/kvm/patch/tencent_A78DC401911634111A3391650CB00FCD0409@qq.com/
?,misc,x86,new,2026-06-29,1,2,"[RESEND,v2] KVM: SVM: Add Bus Lock Detect support",https://patchwork.kernel.org/project/kvm/patch/20260629081018.60618-1-shivansh.dhiman@amd.com/
?,misc,x86,new,2026-07-03,1,4,mm: Some cleanups for page allocator APIs,https://patchwork.kernel.org/project/kvm/patch/20260703-alloc-trylock-v5-9-c87b714e19d3@google.com/
?,misc,x86,new,2026-07-06,2,1,Add support for cmpxchg16b emulation,https://patchwork.kernel.org/project/kvm/patch/20260706063035.1139-3-sarunkod@amd.com/
?,misc,arm,new,2026-07-06,27,4,KVM: s390: Introduce arm64 KVM,https://patchwork.kernel.org/project/kvm/patch/20260706085229.979525-12-seiden@linux.ibm.com/
?,misc,x86,new,2026-07-06,4,1,KVM: x86: Document and enforce APIC base memory hole,https://patchwork.kernel.org/project/kvm/patch/20260706092021.3625908-6-twiederh@redhat.com/
?,misc,x86,new,2026-07-07,4,1,module: Limit ELF includes in linux/module.h to uapi/linux/elf.h,https://patchwork.kernel.org/project/kvm/patch/20260707153819.4172541-4-petr.pavlu@suse.com/
?,misc,arm,new,2026-07-07,1,1,KVM: arm64: Fix propagation of TLBI level in kvm_pgtable_stage2_relax_perms(),https://patchwork.kernel.org/project/kvm/patch/20260707162935.1900874-1-maz@kernel.org/
?,misc,x86,new,2026-07-08,5,2,Add support for AMD IOMMU GAPPI,https://patchwork.kernel.org/project/kvm/patch/20260708091408.12106-4-sarunkod@amd.com/
?,misc,x86,new,2026-07-08,2,1,KVM: x86: Document APIC base memory hole constraint,https://patchwork.kernel.org/project/kvm/patch/20260708133856.302151-2-twiederh@redhat.com/
?,misc,x86,new,2026-07-08,1,1,KVM: SVM: Do not warn on IGNNE MSR write,https://patchwork.kernel.org/project/kvm/patch/20260708134101.1073574-1-jerry.lyu@open-hieco.net/
?,misc,x86,new,2026-07-08,1,1,KVM: x86: Remove AMX-TF32 enumeration,https://patchwork.kernel.org/project/kvm/patch/20260708210118.402005-1-chang.seok.bae@intel.com/
A,core,x86+arm,new,2025-04-09,4,4,KVM: extract lock_all_vcpus/unlock_all_vcpus,https://patchwork.kernel.org/project/kvm/patch/20250409014136.2816971-2-mlevitsk@redhat.com/
A,core,x86,new,2025-06-05,4,1,KVM: x86: Fix WFS vs. pending SMI WARN,https://patchwork.kernel.org/project/kvm/patch/20250605195018.539901-5-seanjc@google.com/
A,core,arm,new,2025-11-20,13,1,Introduce per-vCPU vLPI injection control API,https://patchwork.kernel.org/project/kvm/patch/20251120140305.63515-9-mdittgen@amazon.de/
A,core,arm,new,2026-05-01,1,1,KVM: arm64: Add memslot for ST_GPA_BASE in check_steal_time_uapi(),https://patchwork.kernel.org/project/kvm/patch/20260501021639.2563219-1-xujiakai2025@iscas.ac.cn/
A,docs,x86,new,2025-01-24,2,2,KVM: x86: Strengthen locking rules for kvm_lock,https://patchwork.kernel.org/project/kvm/patch/20250124191109.205955-2-pbonzini@redhat.com/
A,docs,arm,new,2025-02-20,3,1,"[RFC,v3,1/3] KVM: arm64: SIGBUS VMM for SEA guest abort",https://patchwork.kernel.org/project/kvm/patch/20250220232959.247600-1-jiaqiyan@google.com/
A,docs,x86,new,2026-01-21,19,1,"x86,fs/resctrl: Support for Global Bandwidth Enforcement and Priviledge Level Zero Association",https://patchwork.kernel.org/project/kvm/patch/a4ca7d43100132b79adba85a4674c7b46b05bb8c.1769029977.git.babu.moger@amd.com/
A,docs,x86,new,2026-06-03,1,1,Documentation: KVM: Synchronize x86 VM types,https://patchwork.kernel.org/project/kvm/patch/20260603114504.814647-2-clopez@suse.de/
A,guest_memfd,arm,new,2025-01-22,9,2,KVM: Mapping of guest_memfd at the host and a software protected VM type,https://patchwork.kernel.org/project/kvm/patch/20250122152738.1173160-10-tabba@google.com/
A,guest_memfd,arm,new,2025-03-28,7,6,KVM: Restricted mapping of guest_memfd at the host and arm64 support,https://patchwork.kernel.org/project/kvm/patch/20250328153133.3504118-7-tabba@google.com/
A,guest_memfd,x86,new,2025-06-11,18,17,KVM: Mapping guest_memfd backed memory at the host for software protected VMs,https://patchwork.kernel.org/project/kvm/patch/20250611133330.1514028-14-tabba@google.com/
A,guest_memfd,x86,new,2025-10-03,13,1,KVM: guest_memfd: MMAP and related fixes,https://patchwork.kernel.org/project/kvm/patch/20251003232606.4070510-8-seanjc@google.com/
A,guest_memfd,x86,new,2025-10-12,2,1,"[V3,kvm-x86/gmem,1/2] KVM: guest_memfd: move kvm_gmem_get_index() and use in kvm_gmem_prepare_folio()",https://patchwork.kernel.org/project/kvm/patch/20251012071607.17646-2-shivankg@amd.com/
A,guest_memfd,x86,new,2026-04-10,16,8,Direct Map Removal Support for guest_memfd,https://patchwork.kernel.org/project/kvm/patch/20260410151746.61150-7-kalyazin@amazon.com/
A,guest_memfd,x86,new,2026-04-28,5,1,MAINTAINERS: KVM tweaks and additions,https://patchwork.kernel.org/project/kvm/patch/20260428171541.1342335-4-seanjc@google.com/
A,guest_memfd,x86,new,2026-06-19,46,8,guest_memfd: In-place conversion support,https://patchwork.kernel.org/project/kvm/patch/20260618-gmem-inplace-conversion-v8-21-9d2959357853@google.com/
A,guest_memfd,arm,new,2026-07-02,3,1,KVM: Dirty page logging for guest_memfd-only memslots,https://patchwork.kernel.org/project/kvm/patch/20260702142912.6395-3-alexandru.elisei@arm.com/
A,guest_memfd,arm,new,2026-07-08,4,2,Add guest_memfd support for arm64,https://patchwork.kernel.org/project/kvm/patch/20260708182510.2181857-3-fuad.tabba@linux.dev/
A,io-irq-infra,x86+arm,new,2025-06-11,62,4,KVM: iommu: Overhaul device posted IRQs support,https://patchwork.kernel.org/project/kvm/patch/20250611224604.313496-4-seanjc@google.com/
A,io-irq-infra,x86+arm,new,2026-01-13,2,1,KVM: Fix dangling IRQ bypass on x86 and arm64,https://patchwork.kernel.org/project/kvm/patch/20260113174606.104978-2-seanjc@google.com/
A,io-irq-infra,arm,new,2026-06-23,1,1,[RFC] KVM: arm64: Set irqfd->producer to enable vLPI routing updates,https://patchwork.kernel.org/project/kvm/patch/20260623081433.21250-1-leixiang@kylinos.cn/
B,debug-introspect,x86,new,2025-11-21,3,1,KVM: x86: Accelerate reading CR3 for guest debug,https://patchwork.kernel.org/project/kvm/patch/20251121193204.952988-2-yosry.ahmed@linux.dev/
B,debug-introspect,x86,new,2026-04-24,1,1,KVM: x86: enrich kvm_fast_mmio trace event fields,https://patchwork.kernel.org/project/kvm/patch/tencent_DB120129B359660BBBD7CCC9681F507C0105@qq.com/
B,debug-introspect,x86,new,2026-05-21,1,1,KVM: x86: Add tracepoint for vCPU wait/yield paths,https://patchwork.kernel.org/project/kvm/patch/tencent_2A66410581309346060C5BDC8CD108053005@qq.com/
